Rick Scott,Republican,Senate,FL,OHIO WATER DEVELOPMENT AUTHORITY,N/A,12 Apr,27 Mar 2024,16,Self,BUY,500K–1M,N/A,10000062232
Rick Scott,Republican,Senate,FL,OHIO WATER DEVELOPMENT AUTHORITY,N/A,12 Apr,27 Mar 2024,16,Spouse,BUY,250K–500K,N/A,10000062233
Rick Scott,Republican,Senate,FL,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,N/A,12 Apr,21 Mar 2024,22,Self,SELL,100K–250K,N/A,10000062234
Rick Scott,Republican,Senate,FL,NEW YORK STATE URBAN DEVELOPMENT CORP,N/A,12 Apr,21 Mar 2024,22,Spouse,SELL,250K–500K,N/A,10000062235
Rick Scott,Republican,Senate,FL,WASHINGTON COUNTY OREGON,N/A,12 Apr,21 Mar 2024,22,Self,SELL,500K–1M,N/A,10000062236
Rick Scott,Republican,Senate,FL,WASHINGTON COUNTY OREGON,N/A,12 Apr,21 Mar 2024,22,Spouse,SELL,250K–500K,N/A,10000062237
Rick Scott,Republican,Senate,FL,NEW JERSEY STATE TURNPIKE AUTHORITY,N/A,12 Apr,20 Mar 2024,23,Self,BUY,100K–250K,N/A,10000062238
Rick Scott,Republican,Senate,FL,NEW JERSEY STATE TURNPIKE AUTHORITY,N/A,12 Apr,20 Mar 2024,23,Spouse,BUY,500K–1M,N/A,10000062239
Rick Scott,Republican,Senate,FL,NEW JERSEY STATE TURNPIKE AUTHORITY,N/A,12 Apr,20 Mar 2024,23,Self,BUY,500K–1M,N/A,10000062240
Rick Scott,Republican,Senate,FL,NEW JERSEY STATE TURNPIKE AUTHORITY,N/A,12 Apr,20 Mar 2024,23,Spouse,BUY,250K–500K,N/A,10000062241
Rick Scott,Republican,Senate,FL,TAMPA BAY WATER,N/A,12 Apr,14 Mar 2024,29,Spouse,SELL,250K–500K,N/A,10000062242
Rick Scott,Republican,Senate,FL,NEW YORK STATE URBAN DEVELOPMENT CORP,N/A,12 Apr,14 Mar 2024,29,Self,SELL,100K–250K,N/A,10000062243
