Richard Blumenthal,Democrat,Senate,CT,PVP GUIDELINE LLC,N/A,29 Jun,18 May 2021,41,Undisclosed,BUY,50K–100K,N/A,10000053511
Richard Blumenthal,Democrat,Senate,CT,DRH SPV LLC,N/A,29 Jun,19 May 2021,40,Undisclosed,BUY,100K–250K,N/A,10000053512
Richard Blumenthal,Democrat,Senate,CT,SERENGETI LYCAON PARTNERS LP,N/A,29 Jun,25 May 2021,34,Undisclosed,SELL,1K–15K,N/A,10000053513
Richard Blumenthal,Democrat,Senate,CT,ELCM2 LLC,N/A,29 Jun,30 Apr 2021,59,Spouse,SELL,50K–100K,N/A,10000053514
Richard Blumenthal,Democrat,Senate,CT,3G COURSER ONSHORE FUND LP,N/A,29 Jun,4 May 2021,55,Spouse,BUY,50K–100K,N/A,10000053515
Richard Blumenthal,Democrat,Senate,CT,ELCM2 LLC,N/A,29 Jun,4 May 2021,55,Spouse,BUY,15K–50K,N/A,10000053516
Richard Blumenthal,Democrat,Senate,CT,COMMODORE CAPITAL DOMESTIC LP,N/A,29 Jun,14 May 2021,45,Spouse,BUY,1K–15K,N/A,10000053517
Richard Blumenthal,Democrat,Senate,CT,VINE RIGHTWAY OPPORTUNITY LLC,N/A,29 Jun,21 May 2021,38,Spouse,BUY,1K–15K,N/A,10000053518
Richard Blumenthal,Democrat,Senate,CT,CARAVELA MASTER LLC,N/A,29 Jun,28 May 2021,31,Spouse,BUY,1K–15K,N/A,10000053519
Richard Blumenthal,Democrat,Senate,CT,ELCM2 LLC,N/A,29 Jun,30 Apr 2021,59,Spouse,SELL,100K–250K,N/A,10000053520
Richard Blumenthal,Democrat,Senate,CT,3G COURSER ONSHORE FUND LP,N/A,29 Jun,4 May 2021,55,Spouse,BUY,100K–250K,N/A,10000053521
Richard Blumenthal,Democrat,Senate,CT,ELCM2 LLC,N/A,29 Jun,4 May 2021,55,Spouse,BUY,50K–100K,N/A,10000053522
