Richard Blumenthal,Democrat,Senate,CT,SENTERA INC,N/A,29 Jun,14 May 2021,45,Spouse,BUY,50K–100K,N/A,10000053499
Richard Blumenthal,Democrat,Senate,CT,COMMODORE CAPITAL DOMESTIC LP,N/A,29 Jun,14 May 2021,45,Spouse,BUY,15K–50K,N/A,10000053500
Richard Blumenthal,Democrat,Senate,CT,PVP GUIDELINE LLC,N/A,29 Jun,18 May 2021,41,Spouse,BUY,100K–250K,N/A,10000053501
Richard Blumenthal,Democrat,Senate,CT,DRH SPV LLC,N/A,29 Jun,19 May 2021,40,Spouse,BUY,250K–500K,N/A,10000053502
Richard Blumenthal,Democrat,Senate,CT,SERENGETI LYCAON PARTNERS LP,N/A,29 Jun,25 May 2021,34,Spouse,SELL,15K–50K,N/A,10000053503
Richard Blumenthal,Democrat,Senate,CT,3G COURSER ONSHORE FUND LP,N/A,29 Jun,4 May 2021,55,Undisclosed,BUY,100K–250K,N/A,10000053504
Richard Blumenthal,Democrat,Senate,CT,TORCH OPPORTUNITY I LLC,N/A,29 Jun,6 May 2021,53,Undisclosed,BUY,15K–50K,N/A,10000053505
Richard Blumenthal,Democrat,Senate,CT,NURTURE LIFE INC,N/A,29 Jun,7 May 2021,52,Undisclosed,BUY,1K–15K,N/A,10000053506
Richard Blumenthal,Democrat,Senate,CT,PARIAN GLOBAL SPECIAL OPPORTUNITY FUND II LP,N/A,29 Jun,7 May 2021,52,Undisclosed,BUY,1K–15K,N/A,10000053507
Richard Blumenthal,Democrat,Senate,CT,PARIAN JANUS LP,N/A,29 Jun,11 May 2021,48,Undisclosed,BUY,1K–15K,N/A,10000053508
Richard Blumenthal,Democrat,Senate,CT,SENTERA INC,N/A,29 Jun,14 May 2021,45,Undisclosed,BUY,15K–50K,N/A,10000053509
Richard Blumenthal,Democrat,Senate,CT,COMMODORE CAPITAL DOMESTIC LP,N/A,29 Jun,14 May 2021,45,Undisclosed,BUY,15K–50K,N/A,10000053510
