Michael McCaul,Republican,House,TX,STATE OF CALIFORNIA,N/A,17 Nov,20 Oct 2022,25,Spouse,SELL,100K–250K,N/A,20003755846
Michael McCaul,Republican,House,TX,CITY OF JACKSONVILLE FLORIDA,N/A,17 Nov,3 Oct 2022,42,Spouse,SELL,100K–250K,N/A,20003755847
Michael McCaul,Republican,House,TX,SCHOOL DISTRICT OF OKALOOSA COUNTY,N/A,17 Nov,3 Oct 2022,42,Spouse,SELL,100K–250K,N/A,20003755848
Michael McCaul,Republican,House,TX,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,N/A,17 Nov,3 Oct 2022,42,Spouse,SELL,100K–250K,N/A,20003755849
Michael McCaul,Republican,House,TX,BDT CAPITAL PARTNERS LLC,N/A,17 Nov,25 Oct 2022,20,Child,BUY,250K–500K,N/A,20003755850
Michael McCaul,Republican,House,TX,DALLAS INDEPENDENT SCHOOL DISTRICT DALLAS COUNTY TEXAS,N/A,17 Nov,7 Oct 2022,38,Child,BUY,100K–250K,N/A,20003755851
Michael McCaul,Republican,House,TX,CALIFORNIA STATE PUBLIC WORKS BOARD,N/A,17 Nov,18 Oct 2022,27,Child,BUY,100K–250K,N/A,20003755852
Michael McCaul,Republican,House,TX,PENNSYLVANIA HOUSING FINANCE AGENCY,N/A,17 Nov,11 Oct 2022,34,Child,BUY,100K–250K,N/A,20003755853
Michael McCaul,Republican,House,TX,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY,N/A,17 Nov,21 Oct 2022,24,Child,BUY,50K–100K,N/A,20003755854
Michael McCaul,Republican,House,TX,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,N/A,17 Nov,19 Oct 2022,26,Child,BUY,50K–100K,N/A,20003755855
Michael McCaul,Republican,House,TX,STATE OF CONNECTICUT,N/A,17 Nov,21 Oct 2022,24,Child,BUY,50K–100K,N/A,20003755856
Michael McCaul,Republican,House,TX,CITY OF CLEVELAND OHIO,N/A,17 Nov,21 Oct 2022,24,Child,BUY,50K–100K,N/A,20003755857
