Rick Scott,Republican,Senate,FL,CITY OF ATLANTA,N/A,23 Nov,17 Nov 2022,6,Spouse,SELL,250K–500K,N/A,10000060412
Rick Scott,Republican,Senate,FL,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICT,N/A,23 Nov,16 Nov 2022,7,Spouse,BUY,500K–1M,N/A,10000060413
Rick Scott,Republican,Senate,FL,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICT,N/A,23 Nov,16 Nov 2022,7,Spouse,BUY,500K–1M,N/A,10000060414
Rick Scott,Republican,Senate,FL,COUNTY OF WILL ILLINOIS,N/A,23 Nov,17 Nov 2022,6,Self,BUY,100K–250K,N/A,10000060415
Rick Scott,Republican,Senate,FL,COUNTY OF WILL ILLINOIS,N/A,23 Nov,17 Nov 2022,6,Spouse,BUY,500K–1M,N/A,10000060416
Rick Scott,Republican,Senate,FL,COUNTY OF WILL ILLINOIS,N/A,23 Nov,17 Nov 2022,6,Spouse,BUY,500K–1M,N/A,10000060417
Rick Scott,Republican,Senate,FL,COUNTY OF WILL ILLINOIS,N/A,23 Nov,17 Nov 2022,6,Spouse,BUY,250K–500K,N/A,10000060418
Rick Scott,Republican,Senate,FL,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICT,N/A,23 Nov,16 Nov 2022,7,Self,BUY,100K–250K,N/A,10000060419
Rick Scott,Republican,Senate,FL,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICT,N/A,23 Nov,16 Nov 2022,7,Spouse,BUY,250K–500K,N/A,10000060420
Rick Scott,Republican,Senate,FL,CITY OF ATLANTA,N/A,23 Nov,16 Nov 2022,7,Spouse,BUY,250K–500K,N/A,10000060421
Rick Scott,Republican,Senate,FL,MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,N/A,23 Nov,14 Nov 2022,9,Self,SELL,100K–250K,N/A,10000060422
Rick Scott,Republican,Senate,FL,MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,N/A,23 Nov,14 Nov 2022,9,Spouse,SELL,500K–1M,N/A,10000060423
