Michael McCaul,Republican,House,TX,SCHOOL BUILDING AUTHORITY OF WEST VIRGINIA,N/A,21 Mar,16 Feb 2022,29,Child,BUY,100K–250K,N/A,20003717513
Michael McCaul,Republican,House,TX,PERMANENT UNIVERSITY FUND,N/A,21 Mar,1 Feb 2022,44,Child,BUY,100K–250K,N/A,20003717514
Michael McCaul,Republican,House,TX,COMMONWEALTH OF MASSACHUSETTS,N/A,21 Mar,11 Feb 2022,34,Child,BUY,100K–250K,N/A,20003717515
Michael McCaul,Republican,House,TX,CITY OF COLUMBUS OHIO,N/A,21 Mar,7 Feb 2022,38,Child,BUY,100K–250K,N/A,20003717516
Michael McCaul,Republican,House,TX,MAINE MUNICIPAL BOND BANK,N/A,21 Mar,17 Feb 2022,28,Child,BUY,100K–250K,N/A,20003717517
Michael McCaul,Republican,House,TX,CITY OF LOS ANGELES,N/A,21 Mar,14 Feb 2022,31,Child,BUY,100K–250K,N/A,20003717518
Michael McCaul,Republican,House,TX,SOUTH PASADENA UNIFIED SCHOOL DISTRICT,N/A,21 Mar,22 Feb 2022,23,Child,BUY,100K–250K,N/A,20003717519
Michael McCaul,Republican,House,TX,COMMONWEALTH OF PENNSYLVANIA,N/A,21 Mar,22 Feb 2022,23,Child,BUY,100K–250K,N/A,20003717520
Michael McCaul,Republican,House,TX,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,N/A,21 Mar,24 Feb 2022,21,Child,BUY,100K–250K,N/A,20003717521
Michael McCaul,Republican,House,TX,CITY OF HOOVER ALABAMA,N/A,21 Mar,17 Feb 2022,28,Child,BUY,100K–250K,N/A,20003717522
Michael McCaul,Republican,House,TX,STATE OF CALIFORNIA,N/A,21 Mar,4 Feb 2022,41,Child,BUY,100K–250K,N/A,20003717523
Michael McCaul,Republican,House,TX,MICHIGAN STATE HOUSING DEVELOPMENT AUTHORITY,N/A,21 Mar,25 Feb 2022,20,Child,BUY,100K–250K,N/A,20003717524
