Rick Scott,Republican,Senate,FL,STATE OF WASHINGTON,N/A,10 Dec,27 Nov 2023,13,Self,BUY,100K–250K,N/A,10000061776
Rick Scott,Republican,Senate,FL,STATE OF WASHINGTON,N/A,10 Dec,27 Nov 2023,13,Spouse,BUY,500K–1M,N/A,10000061777
Rick Scott,Republican,Senate,FL,STATE OF WASHINGTON,N/A,10 Dec,27 Nov 2023,13,Spouse,BUY,250K–500K,N/A,10000061778
Rick Scott,Republican,Senate,FL,STATE OF WASHINGTON,N/A,10 Dec,27 Nov 2023,13,Spouse,BUY,250K–500K,N/A,10000061779
Rick Scott,Republican,Senate,FL,DISTRICT OF COLUMBIA,N/A,10 Dec,21 Nov 2023,19,Self,BUY,100K–250K,N/A,10000061780
Rick Scott,Republican,Senate,FL,DISTRICT OF COLUMBIA,N/A,10 Dec,21 Nov 2023,19,Spouse,BUY,500K–1M,N/A,10000061781
Rick Scott,Republican,Senate,FL,DISTRICT OF COLUMBIA,N/A,10 Dec,21 Nov 2023,19,Spouse,BUY,500K–1M,N/A,10000061782
Rick Scott,Republican,Senate,FL,DISTRICT OF COLUMBIA,N/A,10 Dec,21 Nov 2023,19,Spouse,BUY,250K–500K,N/A,10000061783
Rick Scott,Republican,Senate,FL,ARIZONA BOARD OF REGENTS,N/A,10 Dec,9 Nov 2023,31,Self,BUY,100K–250K,N/A,10000061784
Rick Scott,Republican,Senate,FL,ARIZONA BOARD OF REGENTS,N/A,10 Dec,9 Nov 2023,31,Spouse,BUY,500K–1M,N/A,10000061785
Rick Scott,Republican,Senate,FL,ARIZONA BOARD OF REGENTS,N/A,10 Dec,9 Nov 2023,31,Spouse,BUY,250K–500K,N/A,10000061786
Rick Scott,Republican,Senate,FL,ARIZONA BOARD OF REGENTS,N/A,10 Dec,9 Nov 2023,31,Spouse,BUY,250K–500K,N/A,10000061787
