Sean Casten,Democrat,House,IL,MYNO CARBON CORP,N/A,17 Jan,27 Sept 2022,476,Undisclosed,BUY,50K–100K,N/A,20003770302
Sean Casten,Democrat,House,IL,MYNO CARBON CORP,N/A,17 Jan,12 Jan 2023,369,Undisclosed,BUY,15K–50K,N/A,20003770303
Mark Warner,Democrat,Senate,VA,CITY OF MINNEAPOLIS MN/ST PAUL HOUSING & REDEVELOPMENT AUTHORITY (ALLINA HEALTH SYSTEM),N/A,16 Jan,27 Dec 2023,20,Self,BUY,250K–500K,N/A,10000061937
Mark Warner,Democrat,Senate,VA,VIRGINIA SMALL BUSINESS FINANCING AUTHORITY,N/A,16 Jan,19 Dec 2023,28,Self,BUY,250K–500K,N/A,10000061938
Mark Warner,Democrat,Senate,VA,FAIRFAX COUNTY OF VIRGINIA,N/A,16 Jan,18 Dec 2023,29,Self,BUY,500K–1M,N/A,10000061939
Mark Warner,Democrat,Senate,VA,VIRGINIA PUBLIC BUILDING AUTHORITY,N/A,16 Jan,15 Dec 2023,32,Self,BUY,500K–1M,N/A,10000061940
Mark Warner,Democrat,Senate,VA,THE UNIVERSITY OF VIRGINIA,N/A,16 Jan,13 Dec 2023,34,Self,BUY,500K–1M,N/A,10000061941
Mark Warner,Democrat,Senate,VA,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,N/A,16 Jan,13 Dec 2023,34,Self,BUY,250K–500K,N/A,10000061942
Mark Warner,Democrat,Senate,VA,FAIRFAX COUNTY OF VIRGINIA,N/A,16 Jan,13 Dec 2023,34,Self,BUY,250K–500K,N/A,10000061943
Mark Warner,Democrat,Senate,VA,THE UNIVERSITY OF VIRGINIA,N/A,16 Jan,13 Dec 2023,34,Self,BUY,250K–500K,N/A,10000061944
Mark Warner,Democrat,Senate,VA,CITY OF MEMPHIS TENNESSEE,N/A,16 Jan,12 Dec 2023,35,Self,BUY,250K–500K,N/A,10000061945
Mark Warner,Democrat,Senate,VA,STATE OF WEST VIRGINIA,N/A,16 Jan,11 Dec 2023,36,Self,BUY,100K–250K,N/A,10000061946
